ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2256,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
2257,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
2258,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2259,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
2260,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
2261,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2262,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6
2263,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6
2264,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
2265,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
2266,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6
2267,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
2268,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
2269,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6
2270,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6
2271,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6
2272,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6
2273,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6
2274,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6
2275,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
2276,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
2277,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
2278,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6
2279,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
2280,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
2281,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
2282,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6
2283,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6
2284,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
2285,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6
2286,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6
2287,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6
2288,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
2289,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
2290,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
2291,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
2292,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
2293,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6
2294,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6
2295,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6
2296,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6
2297,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6
2298,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
2299,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
2300,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6
2301,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6
2302,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
2303,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6
2304,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6
2305,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6
2306,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
2307,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
2308,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6
2309,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6
2310,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6
2311,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
2312,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6
2313,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6
2314,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6
2315,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
2316,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
2317,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6
2318,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
2319,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6
2320,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
2321,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
2322,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
2323,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
2324,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6
2325,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
2326,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6
2327,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
2328,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
2329,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6
2330,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6
2331,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6
2332,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6
2333,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6
2334,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
2335,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6
2336,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6
2337,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6
2338,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
2339,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6
2340,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6
2341,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6
2342,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
2343,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6
2344,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6
2345,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6
2346,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
2347,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6
2348,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
2349,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6
2350,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
2351,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
2352,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
2353,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6
2354,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6
2355,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
2356,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6
2357,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
2358,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
2359,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
2360,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
2361,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6
2362,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6
2363,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
2364,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6
2365,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6
2366,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
2367,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
2368,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
2369,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
2370,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6
2371,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
2372,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6
2373,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6
2374,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6
2375,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
2376,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6
2377,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6
2378,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
2379,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6
2380,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6
2381,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
2382,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
2383,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6
2384,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2385,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2386,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2387,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
2388,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2389,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
2390,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
2391,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2392,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6
2393,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6
2394,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6
2395,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6
2396,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
2397,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
2398,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
2399,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6
2400,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6
2401,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
2402,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6
2403,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
2404,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
2405,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
2406,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6
2407,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
2408,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
2409,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
2410,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6
2411,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6
2412,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
2413,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6
2414,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
2415,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
2416,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6
2417,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
2418,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
2419,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
2420,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6
2421,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6
2422,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6
2423,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
2424,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
2425,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6
2426,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
2427,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
2428,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6
2429,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
2430,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6
2431,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6
2432,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
2433,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6
2434,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6
2435,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6
2436,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
2437,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6
2438,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6
2439,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6
2440,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2441,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2442,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2443,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2444,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2445,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
2446,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
2447,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6
2448,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6
2449,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6
2450,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6
2451,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
2452,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6
2453,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6
2454,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6
2455,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
2456,6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
2457,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6
2458,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
2459,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6
2460,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6
2461,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6
2462,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6
2463,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6
2464,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6
2465,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6
2466,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6
2467,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
2468,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6
2469,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6
2470,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
2471,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
2472,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
2473,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
2474,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
2475,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6
2476,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
2477,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
2478,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
2479,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6
2480,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6
2481,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
2482,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
2483,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
2484,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
2485,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
2486,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
2487,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
2488,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6
2489,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
2490,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
2491,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
2492,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
2493,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
2494,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6
2495,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
2496,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
2497,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
2498,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
2499,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
2500,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
2501,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6
2502,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
2503,7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6
2504,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
2505,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
2506,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6
2507,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6
2508,6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6
2509,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6
2510,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
2511,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
2512,6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6
2513,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
2514,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
2515,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
2516,5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
2517,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6
2518,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
2519,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
2520,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
2521,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6
2522,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6
2523,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
2524,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
2525,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
2526,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
2527,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
2528,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
2529,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
2530,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
2531,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
2532,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
2533,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
2534,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6
2535,6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
2536,7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6
2537,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
2538,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
2539,7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6
2540,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
2541,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
2542,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
2543,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
2544,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
2545,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
2546,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
2547,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6
2548,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
2549,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
2550,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
2551,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
2552,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
2553,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
2554,8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6
2555,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
2556,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6
2557,6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6
2558,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
2559,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
2560,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6
2561,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
2562,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6
